OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1974-024E","COSMOS 645","7269","CIS","114.33","74.02","1481","1369","MEDIUM","0","1974-04-23",""
"1974-024D","COSMOS 644","7268","CIS","113.96","74.01","1482","1334","MEDIUM","0","1974-04-23",""
"1974-024C","COSMOS 643","7267","CIS","114.15","74.02","1481","1353","MEDIUM","0","1974-04-23",""
"1974-024B","COSMOS 642","7266","CIS","113.76","74.02","1480","1318","MEDIUM","0","1974-04-23",""
"1974-024A","COSMOS 641","7265","CIS","114.53","74.02","1482","1386","MEDIUM","0","1974-04-23",""
"1974-022A","WESTAR 1","7250","US","1441.31","12.97","35921","35857","LARGE","0","1974-04-13",""
"1974-020B","OPS 4547","7244","US","","","","","","0","1974-04-10","NO ELEMENTS AVAILABLE"
"1974-017A","COSMOS 637","7229","CIS","1428.77","7.69","35827","35459","LARGE","0","1974-03-26",""
"1974-013B","SCOUT D-1 R/B","7228","US","99.88","97.79","831","674","MEDIUM","0","1974-03-09",""
"1973-053D","MARS 7 DESCENT CRAFT","7224","CIS","","","","","","0","1973-08-09","HELIOCENTRIC ORBIT (SUN)"
"1974-015B","THOR BURNER 2A R/B","7219","US","101.05","99.13","855","761","LARGE","0","1974-03-16",""
"1974-015A","OPS 8579 (DMSP 5B F5)","7218","US","100.66","99.01","830","749","LARGE","0","1974-03-16",""
"1974-013A","MIRANDA (X-4)","7213","UK","99.80","97.81","833","665","MEDIUM","0","1974-03-09",""
"1974-011B","SL-3 R/B","7210","CIS","101.91","81.24","908","790","LARGE","0","1974-03-05",""
"1974-011A","METEOR 1-16","7209","CIS","101.85","81.22","875","818","LARGE","0","1974-03-05",""
"1973-086FM","DELTA 1 DEB","7203","US","107.56","102.02","1453","775","SMALL","0","1973-11-06",""
"1973-086FL","DELTA 1 DEB","7202","US","108.99","102.04","1407","953","SMALL","0","1973-11-06",""
"1973-086FJ","DELTA 1 DEB","7200","US","119.87","102.51","1915","1435","SMALL","0","1973-11-06",""
"1973-086FG","DELTA 1 DEB","7198","US","111.90","102.34","1433","1195","SMALL","0","1973-11-06",""
"1973-086FE","DELTA 1 DEB","7196","US","115.49","102.20","1519","1436","SMALL","0","1973-11-06",""
"1973-086FD","DELTA 1 DEB","7195","US","106.98","103.19","1325","849","SMALL","0","1973-11-06",""
"1973-086FC","DELTA 1 DEB","7194","US","125.31","102.65","2364","1469","SMALL","0","1973-11-06",""
"1973-086FB","DELTA 1 DEB","7193","US","119.20","101.85","1883","1407","SMALL","0","1973-11-06",""
"1973-086FA","DELTA 1 DEB","7192","US","124.17","102.21","2230","1502","SMALL","0","1973-11-06",""
"1973-086EZ","DELTA 1 DEB","7191","US","118.82","102.05","1827","1429","SMALL","0","1973-11-06",""
"1973-086EY","DELTA 1 DEB","7190","US","105.49","102.72","1201","833","SMALL","0","1973-11-06",""
"1973-086EX","DELTA 1 DEB","7186","US","110.91","101.79","1450","1088","SMALL","0","1973-11-06",""
"1973-086EW","DELTA 1 DEB","7185","US","117.75","101.87","1705","1455","SMALL","0","1973-11-06",""
"1973-086EV","DELTA 1 DEB","7184","US","110.66","102.27","1407","1107","SMALL","0","1973-11-06",""
"1973-086EU","DELTA 1 DEB","7183","US","113.57","102.37","1490","1290","SMALL","0","1973-11-06",""
"1973-086ET","DELTA 1 DEB","7182","US","112.94","102.52","1629","1094","SMALL","0","1973-11-06",""
"1973-086ES","DELTA 1 DEB","7181","US","114.62","102.39","1519","1357","SMALL","0","1973-11-06",""
"1973-086ER","DELTA 1 DEB","7180","US","112.75","102.26","1475","1230","SMALL","0","1973-11-06",""
"1973-086EQ","DELTA 1 DEB","7179","US","106.95","102.58","1151","1019","SMALL","0","1973-11-06",""
"1973-086EP","DELTA 1 DEB","7177","US","109.67","102.02","1399","1024","SMALL","0","1973-11-06",""
"1973-086EN","DELTA 1 DEB","7176","US","112.91","102.29","1497","1223","SMALL","0","1973-11-06",""
"1973-086EM","DELTA 1 DEB","7175","US","111.50","102.60","1446","1145","SMALL","0","1973-11-06",""
"1973-086EL","DELTA 1 DEB","7174","US","119.24","102.02","1887","1406","SMALL","0","1973-11-06",""
"1973-086EK","DELTA 1 DEB","7173","US","117.34","102.33","1744","1379","SMALL","0","1973-11-06",""
"1973-086EJ","DELTA 1 DEB","7170","US","110.70","101.70","1330","1188","SMALL","0","1973-11-06",""
"1973-086EH","DELTA 1 DEB","7169","US","113.63","101.68","1493","1293","SMALL","0","1973-11-06",""
"1973-086EG","DELTA 1 DEB","7168","US","118.93","102.28","1780","1486","SMALL","0","1973-11-06",""
"1973-086EF","DELTA 1 DEB","7167","US","115.06","101.89","1488","1429","SMALL","0","1973-11-06",""
"1973-086EE","DELTA 1 DEB","7166","US","116.04","101.95","1514","1491","SMALL","0","1973-11-06",""
"1973-086ED","DELTA 1 DEB","7165","US","110.01","101.69","1365","1089","MEDIUM","0","1973-11-06",""
"1973-086EC","DELTA 1 DEB","7164","US","112.98","101.30","1429","1298","SMALL","0","1973-11-06",""
"1973-086EB","DELTA 1 DEB","7163","US","116.96","102.30","1595","1493","MEDIUM","0","1973-11-06",""
"1973-086EA","DELTA 1 DEB","7162","US","112.46","101.60","1433","1246","SMALL","0","1973-11-06",""
"1973-086DZ","DELTA 1 DEB","7161","US","116.02","102.09","1513","1490","SMALL","0","1973-11-06",""
"1973-086DY","DELTA 1 DEB","7160","US","116.69","101.85","1598","1466","SMALL","0","1973-11-06",""
"1973-086DW","DELTA 1 DEB","7158","US","116.91","102.33","1575","1509","SMALL","0","1973-11-06",""
"1973-086DV","DELTA 1 DEB","7156","US","118.57","101.90","1726","1507","MEDIUM","0","1973-11-06",""
"1973-086DU","DELTA 1 DEB","7155","US","116.17","102.52","1608","1409","SMALL","0","1973-11-06",""
"1973-086DT","DELTA 1 DEB","7153","US","116.55","101.81","1553","1499","MEDIUM","0","1973-11-06",""
"1973-086DS","DELTA 1 DEB","7152","US","117.22","101.92","1621","1492","SMALL","0","1973-11-06",""
"1973-086DR","DELTA 1 DEB","7151","US","118.31","102.66","1731","1479","SMALL","0","1973-11-06",""
"1973-086DQ","DELTA 1 DEB","7150","US","117.53","101.92","1672","1467","MEDIUM","0","1973-11-06",""
"1973-086DP","DELTA 1 DEB","7149","US","116.21","102.09","1553","1467","SMALL","0","1973-11-06",""
"1973-086DN","DELTA 1 DEB","7148","US","117.47","102.24","1667","1468","SMALL","0","1973-11-06",""
"1973-086DM","DELTA 1 DEB","7147","US","116.79","101.83","1581","1492","MEDIUM","0","1973-11-06",""
"1973-086DL","DELTA 1 DEB","7146","US","115.97","101.79","1545","1454","MEDIUM","0","1973-11-06",""
"1973-086DK","DELTA 1 DEB","7145","US","121.88","102.01","2022","1507","MEDIUM","0","1973-11-06",""
"1973-086DH","DELTA 1 DEB","7143","US","116.80","102.15","1575","1498","SMALL","0","1973-11-06",""
"1973-086DG","DELTA 1 DEB","7142","US","116.89","101.93","1576","1506","MEDIUM","0","1973-11-06",""
"1973-086DF","DELTA 1 DEB","7141","US","116.16","102.29","1529","1487","SMALL","0","1973-11-06",""
"1973-086DE","DELTA 1 DEB","7140","US","116.50","102.03","1542","1505","SMALL","0","1973-11-06",""
"1973-086DD","DELTA 1 DEB","7139","US","116.55","102.21","1575","1477","SMALL","0","1973-11-06",""
"1973-086DC","DELTA 1 DEB","7138","US","116.91","101.75","1585","1499","MEDIUM","0","1973-11-06",""
"1973-086DB","DELTA 1 DEB","7137","US","114.53","101.45","1468","1401","SMALL","0","1973-11-06",""
"1973-086DA","DELTA 1 DEB","7136","US","114.96","101.51","1492","1415","SMALL","0","1973-11-06",""
"1973-086CZ","DELTA 1 DEB","7135","US","114.10","102.25","1518","1310","SMALL","0","1973-11-06",""
"1973-086CY","DELTA 1 DEB","7134","US","114.97","101.82","1468","1441","SMALL","0","1973-11-06",""
"1973-086CX","DELTA 1 DEB","7133","US","116.01","101.89","1533","1469","SMALL","0","1973-11-06",""
"1973-086CW","DELTA 1 DEB","7132","US","116.06","101.88","1520","1488","MEDIUM","0","1973-11-06",""
"1973-086CV","DELTA 1 DEB","7131","US","118.63","101.91","1762","1477","SMALL","0","1973-11-06",""
"1973-086CU","DELTA 1 DEB","7130","US","109.27","102.42","1237","1149","SMALL","0","1973-11-06",""
"1973-086CT","DELTA 1 DEB","7129","US","119.64","102.01","1865","1464","SMALL","0","1973-11-06",""
"1973-086CS","DELTA 1 DEB","7128","US","113.96","101.62","1430","1387","SMALL","0","1973-11-06",""
"1973-086CR","DELTA 1 DEB","7127","US","119.94","101.93","1892","1464","SMALL","0","1973-11-06",""
"1973-086CQ","DELTA 1 DEB","7126","US","116.20","101.75","1736","1283","SMALL","0","1973-11-06",""
"1973-086CN","DELTA 1 DEB","7124","US","117.07","102.34","1591","1507","SMALL","0","1973-11-06",""
"1974-001B","SL-8 R/B","7095","CIS","104.45","82.95","995","942","LARGE","0","1974-01-17",""
"1974-001A","COSMOS 628","7094","CIS","104.67","82.95","1007","951","LARGE","0","1974-01-17",""
"1973-086CM","DELTA 1 DEB","7093","US","117.37","102.41","1618","1507","MEDIUM","0","1973-11-06",""
"1973-086CL","DELTA 1 DEB","7092","US","110.26","101.86","1481","997","SMALL","0","1973-11-06",""
"1973-086CK","DELTA 1 DEB","7091","US","120.40","102.12","1922","1476","MEDIUM","0","1973-11-06",""
"1973-086CG","DELTA 1 DEB","7088","US","112.29","102.40","1533","1130","SMALL","0","1973-11-06",""
"1973-086CF","DELTA 1 DEB","7087","US","104.83","102.12","1123","850","SMALL","0","1973-11-06",""
"1973-086CE","DELTA 1 DEB","7086","US","116.08","101.75","1515","1493","SMALL","0","1973-11-06",""
"1973-086CD","DELTA 1 DEB","7085","US","114.31","102.19","1499","1349","SMALL","0","1973-11-06",""
"1973-086CC","DELTA 1 DEB","7084","US","117.54","101.87","1692","1448","SMALL","0","1973-11-06",""
"1973-086CB","DELTA 1 DEB","7083","US","116.88","102.20","1591","1490","SMALL","0","1973-11-06",""
"1973-086CA","DELTA 1 DEB","7082","US","114.35","101.85","1451","1400","MEDIUM","0","1973-11-06",""
"1973-086BZ","DELTA 1 DEB","7081","US","113.43","102.26","1512","1256","SMALL","0","1973-11-06",""
"1973-086BY","DELTA 1 DEB","7080","US","113.90","101.89","1465","1345","MEDIUM","0","1973-11-06",""
"1973-086BX","DELTA 1 DEB","7079","US","116.68","101.86","1564","1500","MEDIUM","0","1973-11-06",""
"1973-086BU","DELTA 1 DEB","7076","US","116.16","101.95","1517","1498","MEDIUM","0","1973-11-06",""
"1973-086BT","DELTA 1 DEB","7075","US","111.09","101.60","1405","1148","MEDIUM","0","1973-11-06",""
"1973-086BS","DELTA 1 DEB","7074","US","113.20","101.95","1510","1237","SMALL","0","1973-11-06",""
"1973-086BR","DELTA 1 DEB","7073","US","117.21","102.11","1607","1504","MEDIUM","0","1973-11-06",""
"1973-086BQ","DELTA 1 DEB","7072","US","115.90","101.60","1505","1487","MEDIUM","0","1973-11-06",""
"1973-086BP","DELTA 1 DEB","7071","US","116.02","101.81","1508","1496","MEDIUM","0","1973-11-06",""
"1973-086BM","DELTA 1 DEB","7069","US","106.53","102.78","1260","872","SMALL","0","1973-11-06",""
"1973-086BL","DELTA 1 DEB","7068","US","112.39","102.39","1502","1170","SMALL","0","1973-11-06",""
"1973-086BJ","DELTA 1 DEB","7066","US","116.24","101.67","1557","1466","SMALL","0","1973-11-06",""
"1973-086BH","DELTA 1 DEB","7065","US","116.77","101.89","1573","1498","SMALL","0","1973-11-06",""
"1973-086BG","DELTA 1 DEB","7064","US","112.94","101.51","1502","1221","SMALL","0","1973-11-06",""
"1973-086BF","DELTA 1 DEB","7063","US","110.81","102.47","1488","1039","MEDIUM","0","1973-11-06",""
"1973-086BD","DELTA 1 DEB","7061","US","114.71","102.50","1553","1331","MEDIUM","0","1973-11-06",""
"1973-086BC","DELTA 1 DEB","7060","US","115.69","101.97","1506","1468","MEDIUM","0","1973-11-06",""
"1973-086BB","DELTA 1 DEB","7059","US","117.47","101.88","1653","1482","SMALL","0","1973-11-06",""
"1973-086BA","DELTA 1 DEB","7058","US","114.92","101.56","1453","1451","SMALL","0","1973-11-06",""
"1973-086AZ","DELTA 1 DEB","7057","US","116.79","102.24","1564","1509","MEDIUM","0","1973-11-06",""
"1973-086AY","DELTA 1 DEB","7056","US","117.65","102.38","1645","1506","SMALL","0","1973-11-06",""
"1973-086AX","DELTA 1 DEB","7055","US","121.63","102.60","2034","1473","MEDIUM","0","1973-11-06",""
"1973-086AW","DELTA 1 DEB","7054","US","110.48","101.55","1488","1009","MEDIUM","0","1973-11-06",""
"1973-086AV","DELTA 1 DEB","7053","US","115.38","102.01","1506","1439","SMALL","0","1973-11-06",""
"1973-086AU","DELTA 1 DEB","7052","US","116.39","102.09","1538","1499","SMALL","0","1973-11-06",""
"1973-086AT","DELTA 1 DEB","7051","US","117.19","102.35","1607","1502","MEDIUM","0","1973-11-06",""
"1973-086AS","DELTA 1 DEB","7050","US","114.63","101.42","1477","1400","SMALL","0","1973-11-06",""
"1973-086AR","DELTA 1 DEB","7049","US","120.69","101.75","1917","1506","MEDIUM","0","1973-11-06",""
"1973-086AQ","DELTA 1 DEB","7048","US","125.14","101.61","2313","1506","MEDIUM","0","1973-11-06",""
"1973-086AN","DELTA 1 DEB","7046","US","117.14","102.31","1598","1507","SMALL","0","1973-11-06",""
"1973-086AM","DELTA 1 DEB","7045","US","117.46","102.38","1628","1505","MEDIUM","0","1973-11-06",""
"1973-086AL","DELTA 1 DEB","7044","US","115.72","102.41","1559","1417","MEDIUM","0","1973-11-06",""
"1973-086AK","DELTA 1 DEB","7043","US","112.08","102.14","1489","1155","SMALL","0","1973-11-06",""
"1973-086AJ","DELTA 1 DEB","7042","US","107.16","101.72","1338","853","MEDIUM","0","1973-11-06",""
"1973-086AH","DELTA 1 DEB","7041","US","116.72","101.60","1675","1392","MEDIUM","0","1973-11-06",""
"1973-086AG","DELTA 1 DEB","7040","US","112.36","102.54","1484","1186","SMALL","0","1973-11-06",""
"1973-086AF","DELTA 1 DEB","7039","US","115.28","102.54","1570","1366","MEDIUM","0","1973-11-06",""
"1973-086AE","DELTA 1 DEB","7038","US","117.69","102.14","1677","1477","MEDIUM","0","1973-11-06",""
"1973-086AD","DELTA 1 DEB","7037","US","121.36","102.04","2004","1479","MEDIUM","0","1973-11-06",""
"1973-086AC","DELTA 1 DEB","7036","US","115.03","101.48","1471","1442","MEDIUM","0","1973-11-06",""
"1973-086AB","DELTA 1 DEB","7035","US","121.71","101.78","2014","1501","MEDIUM","0","1973-11-06",""
"1973-086AA","DELTA 1 DEB","7034","US","115.80","101.72","1504","1479","SMALL","0","1973-11-06",""
"1973-086Z","DELTA 1 DEB","7033","US","115.96","101.95","1521","1476","MEDIUM","0","1973-11-06",""
"1973-086Y","DELTA 1 DEB","7032","US","116.63","102.11","1552","1506","LARGE","0","1973-11-06",""
"1973-086X","DELTA 1 DEB","7031","US","116.26","101.74","1521","1505","MEDIUM","0","1973-11-06",""
"1973-086W","DELTA 1 DEB","7030","US","117.66","102.20","1648","1503","SMALL","0","1973-11-06",""
"1973-086V","DELTA 1 DEB","7029","US","116.40","102.10","1529","1509","MEDIUM","0","1973-11-06",""
"1973-086U","DELTA 1 DEB","7028","US","117.59","102.42","1638","1507","MEDIUM","0","1973-11-06",""
"1973-086T","DELTA 1 DEB","7027","US","116.67","101.93","1572","1490","SMALL","0","1973-11-06",""
"1973-086S","DELTA 1 DEB","7026","US","114.11","102.09","1506","1324","SMALL","0","1973-11-06",""
"1973-086R","DELTA 1 DEB","7025","US","124.76","101.94","2277","1507","MEDIUM","0","1973-11-06",""
"1973-086Q","DELTA 1 DEB","7024","US","112.86","101.89","1406","1310","MEDIUM","0","1973-11-06",""
"1973-086P","DELTA 1 DEB","7023","US","116.51","101.97","1546","1502","SMALL","0","1973-11-06",""
"1973-086N","DELTA 1 DEB","7022","US","115.73","102.38","1631","1345","MEDIUM","0","1973-11-06",""
"1973-086M","DELTA 1 DEB","7021","US","117.08","101.68","1689","1410","MEDIUM","0","1973-11-06",""
"1973-086L","DELTA 1 DEB","7020","US","118.57","102.09","1746","1488","MEDIUM","0","1973-11-06",""
"1973-086K","DELTA 1 DEB","7019","US","115.90","101.96","1548","1444","MEDIUM","0","1973-11-06",""
"1973-086J","DELTA 1 DEB","7018","US","116.23","102.10","1520","1502","MEDIUM","0","1973-11-06",""
"1973-086H","DELTA 1 DEB","7017","US","115.04","102.26","1575","1339","SMALL","0","1973-11-06",""
"1973-086G","DELTA 1 DEB","7016","US","125.74","101.70","2369","1503","MEDIUM","0","1973-11-06",""
"1973-086F","DELTA 1 DEB","7015","US","123.48","101.75","2166","1506","MEDIUM","0","1973-11-06",""
"1973-086E","DELTA 1 DEB","7014","US","108.88","101.72","1481","869","MEDIUM","0","1973-11-06",""
"1973-086D","DELTA 1 DEB","7013","US","115.05","101.74","1512","1403","MEDIUM","0","1973-11-06",""
"1973-086C","DELTA 1 DEB","7012","US","115.44","101.48","1524","1427","MEDIUM","0","1973-11-06",""
"1973-109B","SL-8 R/B","7009","CIS","104.59","82.95","990","961","LARGE","0","1973-12-29",""
"1973-109A","COSMOS 627","7008","CIS","104.89","82.96","1012","967","LARGE","0","1973-12-29",""
"1973-108A","COSMOS 626","7005","CIS","103.94","65.44","983","907","LARGE","0","1973-12-27",""
"1973-107B","SL-8 R/B","7004","CIS","92.96","73.93","519","320","LARGE","0","1973-12-26",""
"1973-107A","AUREOLE 2","7003","FR","97.50","73.93","910","368","LARGE","0","1973-12-26",""
"1973-104J","SL-8 R/B","6993","CIS","117.04","74.03","1621","1475","LARGE","0","1973-12-19",""
"1973-104H","COSMOS 624","6992","CIS","114.17","74.03","1485","1351","MEDIUM","0","1973-12-19",""
"1973-104G","COSMOS 623","6991","CIS","114.57","74.03","1484","1387","MEDIUM","0","1973-12-19",""
"1973-104F","COSMOS 622","6990","CIS","114.37","74.03","1485","1369","MEDIUM","0","1973-12-19",""
"1973-104E","COSMOS 621","6989","CIS","114.77","74.03","1484","1406","MEDIUM","0","1973-12-19",""
"1973-104D","COSMOS 620","6988","CIS","115.45","74.03","1493","1459","MEDIUM","0","1973-12-19",""
"1973-104C","COSMOS 619","6987","CIS","115.00","74.03","1488","1423","MEDIUM","0","1973-12-19",""
"1973-104B","COSMOS 618","6986","CIS","115.21","74.03","1486","1444","MEDIUM","0","1973-12-19",""
"1973-104A","COSMOS 617","6985","CIS","113.97","74.03","1483","1335","MEDIUM","0","1973-12-19",""
"1973-100D","TITAN 3C TRANSTAGE R/B","6976","US","1515.83","13.35","38470","36196","LARGE","0","1973-12-13",""
"1973-100B","OPS 9434 (DSCS 2-4)","6974","US","1476.62","11.44","36893","36259","LARGE","0","1973-12-13",""
"1973-100A","OPS 9433 (DSCS 2-3)","6973","US","1474.59","11.95","36662","36412","LARGE","0","1973-12-13",""
"1973-098B","SL-8 R/B","6966","CIS","99.79","74.05","765","733","LARGE","0","1973-12-04",""
"1973-098A","COSMOS 614","6965","CIS","100.07","74.06","778","746","LARGE","0","1973-12-04",""
"1973-088D","OPS 6630 (2)","6938","US","114.55","96.95","1455","1415","MEDIUM","0","1973-11-10",""
"1973-086B","DELTA 1 R/B","6921","US","116.41","102.20","1531","1508","LARGE","0","1973-11-06",""
"1973-086A","NOAA 3","6920","US","116.10","102.01","1510","1500","LARGE","0","1973-11-06",""
"1973-085A","MARINER 10 (MVM-73)","6919","US","","","","","","0","1973-11-03","HELIOCENTRIC ORBIT (SUN)"
"1973-084A","COSMOS 606","6916","CIS","718.10","71.56","34760","5611","LARGE","0","1973-11-02",""
"1973-081B","SCOUT A-1 R/B","6910","US","105.18","89.81","1122","884","MEDIUM","0","1973-10-30",""
"1973-081A","NNSS 20 (TRANSIT 20)","6909","US","105.07","89.82","1115","881","LARGE","0","1973-10-30",""
"1973-078D","DELTA 1 R/B(2)","6896","US","","","","","","0","1973-10-26","NO INITIAL ELEMENTS"
"1973-078A","EXPLORER 50 (IMP-8)","6893","US","17552.97","50.55","253706","181001","","0","1973-10-26",""
"1973-069J","SL-8 R/B","6853","CIS","117.17","74.01","1622","1485","LARGE","0","1973-10-02",""
"1973-069H","COSMOS 595","6852","CIS","114.70","74.00","1485","1399","MEDIUM","0","1973-10-02",""
"1973-069G","COSMOS 594","6851","CIS","114.50","74.00","1486","1380","MEDIUM","0","1973-10-02",""
"1973-069F","COSMOS 593","6850","CIS","114.32","74.00","1485","1363","MEDIUM","0","1973-10-02",""
"1973-069E","COSMOS 592","6849","CIS","113.94","74.00","1484","1330","MEDIUM","0","1973-10-02",""
"1973-069D","COSMOS 591","6848","CIS","114.13","74.00","1485","1347","MEDIUM","0","1973-10-02",""
"1973-069C","COSMOS 590","6847","CIS","115.10","74.00","1487","1433","MEDIUM","0","1973-10-02",""
"1973-069B","COSMOS 589","6846","CIS","114.91","74.00","1488","1415","MEDIUM","0","1973-10-02",""
"1973-069A","COSMOS 588","6845","CIS","115.33","74.00","1493","1448","MEDIUM","0","1973-10-02",""
"1971-015CL","COSMOS 397 DEB","6844","CIS","105.27","65.90","1468","546","SMALL","0","1971-02-25",""
"1971-015CK","COSMOS 397 DEB","6843","CIS","102.37","65.67","1222","519","SMALL","0","1971-02-25",""
"1961-015KP","THOR ABLESTAR DEB","6842","US","115.67","66.73","2005","967","SMALL","0","1961-06-29",""
"1973-065B","SL-8 R/B","6829","CIS","104.56","82.94","991","957","LARGE","0","1973-09-14",""
"1973-065A","COSMOS 586","6828","CIS","104.72","82.94","1002","960","LARGE","0","1973-09-14",""
"1973-064B","SL-8 R/B","6826","CIS","113.41","74.02","1405","1361","LARGE","0","1973-09-08",""
"1973-064A","COSMOS 585","6825","CIS","113.55","74.02","1404","1374","LARGE","0","1973-09-08",""
"1972-079E","TITAN 3D DEB","6824","US","114.62","95.51","1444","1432","SMALL","0","1972-10-10",""
"1972-079D","TITAN 3D DEB","6823","US","114.76","95.81","1485","1405","SMALL","0","1972-10-10",""
"1972-079C","OPS 8314 (2)","6822","US","114.69","95.64","1465","1418","MEDIUM","0","1972-10-10",""
"1973-058B","ATLAS CENTAUR R/B","6797","US","649.71","27.88","36412","530","LARGE","0","1973-08-23",""
"1973-058A","INTELSAT 4-F7","6796","ITSO","1452.36","13.21","36113","36096","LARGE","0","1973-08-23",""
"1973-056B","TITAN 34B AGENA D R/B","6792","US","","","","","","0","1973-08-21","NO ELEMENTS AVAILABLE"
"1973-056A","OPS 7724","6791","US","","","","","","0","1973-08-21","NO ELEMENTS AVAILABLE"
"1973-054B","THOR BURNER 2 R/B","6788","US","100.98","98.86","825","785","LARGE","0","1973-08-17",""
"1973-054A","OPS 8364 (DMSP 4)","6787","US","100.57","98.77","805","767","LARGE","0","1973-08-17",""
"1971-116B","ATLAS CENTAUR R/B","6779","US","655.72","27.48","36614","634","LARGE","0","1971-12-20",""
"1973-053A","MARS 7","6776","CIS","","","","","","0","1973-08-09","HELIOCENTRIC ORBIT (SUN)"
"1973-052A","MARS 6","6768","CIS","","","","","","0","1973-08-05","HELIOCENTRIC ORBIT (SUN)"
"1970-025NF","THORAD AGENA D DEB","6767","US","103.21","99.11","929","892","SMALL","0","1970-04-08",""
"1970-025NH","THORAD AGENA D DEB","6766","US","102.88","100.17","957","833","SMALL","0","1970-04-08",""
"1970-025NG","THORAD AGENA D DEB","6765","US","106.31","99.76","1067","1045","SMALL","0","1970-04-08",""
"1968-091CK","COSMOS 249 DEB","6764","CIS","116.38","62.34","2118","917","SMALL","0","1968-10-20",""
"1973-049A","MARS 5","6754","CIS","","","","","","0","1973-07-25","MARS ORBIT"
"1968-091CJ","COSMOS 249 DEB","6752","CIS","110.25","62.29","1737","740","SMALL","0","1968-10-20",""
"1961-015KN","THOR ABLESTAR DEB","6748","US","101.97","66.90","913","791","SMALL","0","1961-06-29",""
"1961-015KM","THOR ABLESTAR DEB","6747","US","103.39","66.60","1029","809","SMALL","0","1961-06-29",""
"1973-047A","MARS 4","6742","CIS","","","","","","0","1973-07-21","HELIOCENTRIC ORBIT (SUN)"
"1973-039G","EXPLORER 49 DEB","6726","US","","","","","","0","1973-06-10","SELENOCENTRIC ORBIT (MOON)"
"1973-039F","EXPLORER 49 DEB","6725","US","","","","","","0","1973-06-10","SELENOCENTRIC ORBIT (MOON)"
"1973-042B","SL-8 R/B","6708","CIS","104.79","82.94","994","975","LARGE","0","1973-06-20",""
"1973-042A","COSMOS 574","6707","CIS","104.95","82.95","1008","976","LARGE","0","1973-06-20",""
"1973-040A","OPS 6157","6691","US","","","","","","0","1973-06-12","NO ELEMENTS AVAILABLE"
"1973-039D","DELTA 1 DEB","6689","US","","","","","","0","1973-06-10","NO INITIAL ELEMENTS"
"1973-039A","EXPLORER 49 (RAE-2)","6686","US","","","","","","0","1973-06-10","SELENOCENTRIC ORBIT (MOON)"
"1973-037J","SL-8 R/B","6683","CIS","116.87","74.02","1596","1484","LARGE","0","1973-06-08",""
"1973-037H","COSMOS 571","6682","CIS","113.76","74.02","1478","1319","MEDIUM","0","1973-06-08",""
"1973-037G","COSMOS 570","6681","CIS","113.97","74.02","1480","1337","MEDIUM","0","1973-06-08",""
"1973-037F","COSMOS 569","6680","CIS","114.18","74.02","1480","1356","MEDIUM","0","1973-06-08",""
"1973-037E","COSMOS 568","6679","CIS","114.39","74.02","1480","1375","MEDIUM","0","1973-06-08",""
"1973-037D","COSMOS 567","6678","CIS","114.83","74.02","1484","1411","MEDIUM","0","1973-06-08",""
"1973-037C","COSMOS 566","6677","CIS","115.05","74.02","1482","1433","MEDIUM","0","1973-06-08",""
"1973-037B","COSMOS 565","6676","CIS","115.30","74.02","1489","1449","MEDIUM","0","1973-06-08",""
"1973-037A","COSMOS 564","6675","CIS","114.60","74.02","1480","1394","MEDIUM","0","1973-06-08",""
"1973-034B","SL-3 R/B","6660","CIS","102.43","81.23","907","840","LARGE","0","1973-05-29",""
"1973-034A","METEOR 1-15","6659","CIS","102.13","81.19","880","840","LARGE","0","1973-05-29",""
"1973-023A","ANIK A2 (TELESAT 2)","6437","CA","1442.81","12.91","35973","35863","LARGE","0","1973-04-20",""
"1973-019B","ATLAS CENTAUR R/B(2)","6425","US","","","","","","0","1973-04-06","HELIOCENTRIC ORBIT (SUN)"
"1973-019A","PIONEER 11","6421","US","","","","","","0","1973-04-06","ESCAPED SOLAR SYSTEM"
"1972-104D","SL-8 DEB","6396","CIS","96.81","74.11","610","601","SMALL","0","1972-12-25",""
"1973-015B","SL-3 R/B","6393","CIS","102.49","81.26","920","833","LARGE","0","1973-03-20",""
"1973-015A","METEOR 1-14","6392","CIS","102.30","81.24","885","850","LARGE","0","1973-03-20",""
"1973-013A","OPS 6063","6380","US","","","","","","0","1973-03-06","NO ELEMENTS AVAILABLE"
"1973-009A","PROGNOZ 3","6364","CIS","5768.62","65.00","199442","896","","0","1973-02-15",""
"1973-005A","COSMOS 546","6350","CIS","94.72","50.64","515","495","LARGE","0","1973-01-26",""
"1972-104B","SL-8 R/B","6324","CIS","99.76","74.08","754","740","LARGE","0","1972-12-25",""
"1972-104A","COSMOS 540","6323","CIS","100.25","74.08","784","757","LARGE","0","1972-12-25",""
"1972-102B","SL-8 R/B","6320","CIS","112.77","74.02","1372","1335","LARGE","0","1972-12-21",""
"1972-102A","COSMOS 539","6319","CIS","112.91","74.02","1379","1341","LARGE","0","1972-12-21",""
"1972-101B","ATLAS AGENA R/B","6318","US","","","","","","0","1972-12-20","NO ELEMENTS AVAILABLE"
"1972-101A","OPS 9390","6317","US","","","","","","0","1972-12-20","NO ELEMENTS AVAILABLE"
